esp32_id,ts,temp,hum
cucina,2026-05-05 12:03:48,24.0,46.8
cucina,2026-05-05 12:03:53,24.0,46.7
cucina,2026-05-05 12:03:59,23.9,46.7
cucina,2026-05-05 12:04:04,24.0,46.5
cucina,2026-05-05 12:04:10,23.9,46.6
cucina,2026-05-05 12:04:15,23.9,46.8
cucina,2026-05-05 12:04:21,23.9,47.0
cucina,2026-05-05 12:04:26,23.9,46.8
cucina,2026-05-05 12:04:32,23.9,47.0
cucina,2026-05-05 12:04:37,23.9,47.0
cucina,2026-05-05 12:04:43,23.9,46.9
cucina,2026-05-05 12:04:48,23.9,47.0
cucina,2026-05-05 12:04:54,23.9,47.0
cucina,2026-05-05 12:04:59,23.9,47.0
cucina,2026-05-05 12:05:05,23.9,47.0
cucina,2026-05-05 12:05:10,23.9,46.9
cucina,2026-05-05 12:05:16,23.9,46.8
cucina,2026-05-05 12:05:21,23.9,46.9
cucina,2026-05-05 12:05:27,23.9,46.9
cucina,2026-05-05 12:05:32,23.9,46.9
cucina,2026-05-05 12:05:38,23.9,47.0
cucina,2026-05-05 12:05:43,23.9,47.0
cucina,2026-05-05 12:05:49,23.8,46.9
cucina,2026-05-05 12:05:54,23.9,46.9
cucina,2026-05-05 12:06:00,23.9,46.9
cucina,2026-05-05 12:06:05,23.9,46.9
cucina,2026-05-05 12:06:11,23.9,46.9
cucina,2026-05-05 12:06:16,23.9,46.9
cucina,2026-05-05 12:06:22,23.9,46.9
cucina,2026-05-05 12:06:27,23.8,46.8
cucina,2026-05-05 12:06:33,23.9,46.9
cucina,2026-05-05 12:06:38,23.8,46.8
cucina,2026-05-05 12:06:44,23.9,46.8
cucina,2026-05-05 12:06:49,23.8,46.8
cucina,2026-05-05 12:06:55,23.8,46.8
cucina,2026-05-05 12:07:01,23.8,46.7
cucina,2026-05-05 12:07:06,23.9,46.9
cucina,2026-05-05 12:07:12,23.8,46.8
cucina,2026-05-05 12:07:17,23.8,46.9
cucina,2026-05-05 12:07:23,23.8,46.9
cucina,2026-05-05 12:07:29,23.8,46.9
cucina,2026-05-05 12:07:35,23.8,46.9
cucina,2026-05-05 12:07:40,23.8,46.9
cucina,2026-05-05 12:07:46,23.8,46.9
cucina,2026-05-05 12:07:52,23.8,47.0
cucina,2026-05-05 12:07:57,23.8,47.1
cucina,2026-05-05 12:08:03,23.8,47.1
cucina,2026-05-05 12:08:08,23.8,47.1
cucina,2026-05-05 12:08:14,23.8,47.1
cucina,2026-05-05 12:08:19,23.8,47.1
cucina,2026-05-05 12:08:25,23.8,47.1
cucina,2026-05-05 12:08:30,23.8,47.1
cucina,2026-05-05 12:08:36,23.8,47.0
cucina,2026-05-05 12:08:41,23.8,47.1
cucina,2026-05-05 12:08:47,23.8,47.1
cucina,2026-05-05 12:08:53,23.8,47.1
cucina,2026-05-05 12:08:58,23.8,47.2
cucina,2026-05-05 12:09:04,23.8,47.1
cucina,2026-05-05 12:09:09,23.8,47.2
cucina,2026-05-05 12:09:15,23.8,47.2
cucina,2026-05-05 12:09:20,23.8,47.3
cucina,2026-05-05 12:09:26,23.8,47.2
cucina,2026-05-05 12:09:31,23.8,47.2
cucina,2026-05-05 12:09:37,23.8,47.2
cucina,2026-05-05 12:09:43,23.8,47.2
cucina,2026-05-05 12:09:48,23.8,47.1
cucina,2026-05-05 12:09:54,23.8,47.1
cucina,2026-05-05 12:09:59,23.8,47.3
cucina,2026-05-05 12:10:05,23.8,47.1
cucina,2026-05-05 12:10:10,23.8,47.2
cucina,2026-05-05 12:10:16,23.8,47.2
cucina,2026-05-05 12:10:21,23.8,47.1
cucina,2026-05-05 12:10:27,23.8,47.1
cucina,2026-05-05 12:10:32,23.8,47.3
cucina,2026-05-05 12:10:38,23.8,47.4
cucina,2026-05-05 12:10:43,23.8,47.6
cucina,2026-05-05 12:10:49,23.8,47.5
cucina,2026-05-05 12:10:54,23.8,47.5
cucina,2026-05-05 12:11:00,23.8,47.6
cucina,2026-05-05 12:11:05,23.8,47.5
cucina,2026-05-05 12:11:11,23.8,47.5
cucina,2026-05-05 12:11:16,23.8,47.4
cucina,2026-05-05 12:11:22,23.8,47.3
cucina,2026-05-05 12:11:27,23.8,47.3
cucina,2026-05-05 12:11:33,23.8,47.3
cucina,2026-05-05 12:11:38,23.8,47.2
cucina,2026-05-05 12:11:44,23.8,47.2
cucina,2026-05-05 12:11:49,23.8,47.3
cucina,2026-05-05 12:11:55,23.8,47.2
cucina,2026-05-05 12:12:01,23.8,47.4
cucina,2026-05-05 12:12:06,23.8,47.3
cucina,2026-05-05 12:12:12,23.8,47.3
cucina,2026-05-05 12:12:17,23.8,47.2
cucina,2026-05-05 12:12:22,23.8,47.1
cucina,2026-05-05 12:12:28,23.8,47.1
cucina,2026-05-05 12:12:33,23.8,47.0
cucina,2026-05-05 12:12:39,23.8,47.0
cucina,2026-05-05 12:12:44,23.8,47.1
cucina,2026-05-05 12:12:50,23.8,47.0
cucina,2026-05-05 12:12:56,23.8,47.0
cucina,2026-05-05 12:13:01,23.8,47.0
cucina,2026-05-05 12:13:07,23.8,47.1
cucina,2026-05-05 12:13:12,23.8,47.0
cucina,2026-05-05 12:13:18,23.8,46.9
cucina,2026-05-05 12:13:23,23.8,46.9
cucina,2026-05-05 12:13:29,23.8,46.9
cucina,2026-05-05 12:13:34,23.8,46.8
cucina,2026-05-05 12:13:40,23.8,46.8
cucina,2026-05-05 12:13:45,23.8,46.8
cucina,2026-05-05 12:13:51,23.8,46.8
cucina,2026-05-05 12:13:56,23.8,46.8
cucina,2026-05-05 12:14:02,23.8,46.8
cucina,2026-05-05 12:14:07,23.8,46.7
cucina,2026-05-05 12:14:13,23.8,46.7
cucina,2026-05-05 12:14:19,23.8,46.8
cucina,2026-05-05 12:14:24,23.8,46.8
cucina,2026-05-05 12:14:30,23.8,46.8
cucina,2026-05-05 12:14:35,23.8,46.8
cucina,2026-05-05 12:14:41,23.8,46.8
cucina,2026-05-05 12:14:47,23.8,46.9
cucina,2026-05-05 12:14:52,23.8,46.8
cucina,2026-05-05 12:14:58,23.8,46.9
cucina,2026-05-05 12:15:03,23.8,46.9
cucina,2026-05-05 12:15:09,23.8,46.9
cucina,2026-05-05 12:15:14,23.8,47.1
cucina,2026-05-05 12:15:20,23.8,47.1
cucina,2026-05-05 12:15:25,23.8,47.2
cucina,2026-05-05 12:15:31,23.8,47.2
cucina,2026-05-05 12:15:36,23.8,47.3
cucina,2026-05-05 12:15:42,23.8,47.4
cucina,2026-05-05 12:15:47,23.9,47.4
cucina,2026-05-05 12:15:53,23.9,47.3
cucina,2026-05-05 12:15:58,23.9,47.4
cucina,2026-05-05 12:16:04,23.9,47.4
cucina,2026-05-05 12:16:09,23.9,47.2
cucina,2026-05-05 12:16:15,23.9,47.1
cucina,2026-05-05 12:16:20,23.9,47.0
cucina,2026-05-05 12:16:26,23.9,46.9
cucina,2026-05-05 12:16:31,23.9,46.8
cucina,2026-05-05 12:16:37,23.9,46.7
cucina,2026-05-05 12:16:42,23.9,46.7
cucina,2026-05-05 12:16:48,23.9,46.7
cucina,2026-05-05 12:16:53,23.9,46.7
cucina,2026-05-05 12:16:59,23.9,46.5
cucina,2026-05-05 12:17:04,23.9,46.6
cucina,2026-05-05 12:17:10,23.9,46.6
cucina,2026-05-05 12:17:15,23.9,46.5
cucina,2026-05-05 12:17:21,23.9,46.5
cucina,2026-05-05 12:17:26,23.9,46.4
cucina,2026-05-05 12:17:32,23.9,46.3
cucina,2026-05-05 12:17:37,23.9,46.4
cucina,2026-05-05 12:17:43,23.9,46.4
cucina,2026-05-05 12:17:48,23.9,46.4
cucina,2026-05-05 12:17:54,23.9,46.4
cucina,2026-05-05 12:17:59,23.9,46.5
cucina,2026-05-05 12:18:05,23.9,46.4
cucina,2026-05-05 12:18:10,23.9,46.4
cucina,2026-05-05 12:18:16,23.9,46.5
cucina,2026-05-05 12:18:21,23.9,46.5
cucina,2026-05-05 12:18:27,23.9,46.5
cucina,2026-05-05 12:18:32,23.9,46.6
cucina,2026-05-05 12:18:38,23.9,46.6
cucina,2026-05-05 12:18:43,23.9,46.5
cucina,2026-05-05 12:18:49,23.9,46.4
cucina,2026-05-05 12:18:54,23.9,46.3
cucina,2026-05-05 12:19:00,23.9,46.4
cucina,2026-05-05 12:19:05,23.9,46.5
cucina,2026-05-05 12:19:11,23.9,46.7
cucina,2026-05-05 12:19:17,23.9,46.6
cucina,2026-05-05 12:19:22,23.9,46.7
cucina,2026-05-05 12:19:28,23.9,46.7
cucina,2026-05-05 12:19:33,24.0,46.6
cucina,2026-05-05 12:19:39,23.9,46.5
cucina,2026-05-05 12:19:44,23.9,46.5
cucina,2026-05-05 12:19:50,23.9,46.4
cucina,2026-05-05 12:19:55,23.9,46.3
cucina,2026-05-05 12:20:01,23.9,46.2
cucina,2026-05-05 12:20:06,23.9,46.1
cucina,2026-05-05 12:20:12,24.0,46.1
cucina,2026-05-05 12:20:18,23.9,46.1
cucina,2026-05-05 12:20:23,24.0,46.1
cucina,2026-05-05 12:20:28,24.0,46.1
cucina,2026-05-05 12:20:34,23.9,46.1
cucina,2026-05-05 12:20:39,24.0,46.1
cucina,2026-05-05 12:20:45,24.0,46.1
cucina,2026-05-05 12:20:50,24.0,46.0
cucina,2026-05-05 12:20:56,24.0,46.0
cucina,2026-05-05 12:21:01,24.0,46.1
cucina,2026-05-05 12:21:07,24.0,46.0
cucina,2026-05-05 12:21:13,24.0,46.0
cucina,2026-05-05 12:21:18,24.0,46.0
cucina,2026-05-05 12:21:24,24.0,46.0
cucina,2026-05-05 12:21:29,24.0,45.9
cucina,2026-05-05 12:21:35,24.0,45.8
cucina,2026-05-05 12:21:40,24.0,45.7
cucina,2026-05-05 12:21:46,24.0,45.7
cucina,2026-05-05 12:21:52,24.0,45.7
cucina,2026-05-05 12:21:57,24.0,45.9
cucina,2026-05-05 12:22:03,23.9,45.9
cucina,2026-05-05 12:22:08,24.0,46.0
cucina,2026-05-05 12:22:14,24.0,46.0
cucina,2026-05-05 12:22:20,24.0,46.0
cucina,2026-05-05 12:22:25,24.0,46.0
cucina,2026-05-05 12:22:31,24.0,46.0
